id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
2322308;13;2016-11-11 01:00:00;The Brain Bowl Incubation;8;7.91308;18;10;After a successful experiment combining their genes, Sheldon will stop at nothing to convince Amy they should procreate. Also, Koothrappali is embarrassed to tell the gang what the new woman he’s dating does for a living.;9618;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2322310;4;2016-11-18 01:00:00;The Geology Elevation;9;7.67424;19;10;When Bert, a Caltech geologist, wins the MacArthur Genius fellowship, Sheldon is overcome with jealousy. Also, Wolowitz finds an old remote control Stephen Hawking action figure he invented.;9329;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2322318;8;2016-12-02 01:00:00;The Property Division Collision;10;7.60004;19;10;Sheldon and Leonard must divide up their possessions and remove Penny's things from 4B.;9441;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2322321;5;2016-12-16 01:00:00;The Birthday Synchronicity;11;7.74212;20;10;Amy's desire to have an intimate night with Sheldon on her birthday is interrupted by Bernadette going into labor.;9555;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2421973;10;2017-01-06 01:00:00;The Holiday Summation;12;7.5839;21;10;Sheldon and Amy visit Leonard and Penny for the first time since the holidays and share details about their terrible trip to Texas.;9589;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2434892;4;2017-01-20 01:00:00;The Romance Recalibration;13;7.58527;18;10;When Penny feels that Leonard is taking her for granted, she decides to go on a spa weekend with Amy. Also, Wolowitz and Koothrappali try to fix a squeaky floorboard in the baby's room.;8760;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2458599;5;2017-02-03 01:00:00;The Emotion Detection Automation;14;7.60703;19;10;Sheldon beta-tests an MIT invention after hearing it can help him read people's emotions. Also, Leonard can't hide his feelings when Penny announces her brother is coming to town, and Raj invites his ex-girlfriends over to give him dating advice.;9301;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2473985;2;2017-02-10 01:00:00;The Locomotion Reverberation;15;7.72907;20;10;Leonard and Wolowitz try to distract Sheldon when he slows the progress of their guidance system. Also, Penny and Amy take Bernadette out for the night, leaving Raj and Stuart to care for baby Halley.;9294;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2478976;1;2017-02-17 01:00:00;The Allowance Evaporation;16;7.5374300000000005;17;10;Sheldon and Amy have their first fight since moving in together and Koothrappali is shocked at the realities of financial independence when he stops receiving support from his father.;9285;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2486713;4;2017-02-24 01:00:00;The Comic-Con Conundrum;17;7.72508;19;10;The guys' annual trip to Comic Con is in doubt when Raj can't afford to go.;9570;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2492472;4;2017-03-10 01:00:00;The Escape Hatch Identification;18;7.57649;19;10;Raj searches for a cheaper living arrangement.;9518;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2502157;3;2017-03-31 00:00:00;The Collaboration Fluctuation;19;7.5125399999999996;18;10;Leonard, Penny and Raj adjust to their new living arrangement and Sheldon takes an interest in Amy's work.;9412;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2524003;2;2017-04-07 00:00:00;The Recollection Dissipation;20;7.55719;19;10;Sheldon pushes himself to the limit when he collaborates on projects with Leonard and Wolowitz as well as Amy on the same day. Also, Bernadette is nearing the end of her maternity leave and must return to work.;9022;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2530511;6;2017-04-14 00:00:00;The Separation Agitation;21;7.54015;19;10;Howard and Bernadette have a hard time leaving Halley in day care when Bernadette returns to work. Also, Bert introduces the gang to his new girlfriend, Rebecca.;8768;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2536988;5;2017-04-28 00:00:00;The Cognition Regeneration;22;7.50503;20;10;Leonard isn’t thrilled when Penny considers taking a new job offered by her ex-boyfriend, Zack.;8750;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2536989;1;2017-05-05 00:00:00;The Gyroscopic Collapse;23;7.56342;19;10;Amy is offered a Fellowship at Princeton, Raj makes new living arrangements, and the gyroscope project is spinning out of control!;8807;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2536990;18;2017-05-12 00:00:00;The Long Distance Dissonance;24;8.1853;19;10;The gang is concerned when Sheldon’s former admirer, Dr. Ramona Nowitzki, resurfaces while Amy is away at Princeton.;9336;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2543344;6;2017-09-26 00:00:00;The Proposal Proposal;1;7.66316;20;11;Amy enthusiastically accepts Sheldon's marriage proposal. However, when dining with Amy's colleagues later that night, Sheldon is offended that they are more impressed with Amy's work than his own. With help from Stephen Hawking, Sheldon later comes to grips with the fact that he will not always be the center of attention in the marriage. Bernadette is shocked to realize that she is pregnant again. She and Howard are not thrilled at the idea of having another baby so soon after their first. They attempt to convince Leonard and Penny to have a child as well, but are rebuffed.;7900;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2705687;4;2017-10-03 00:00:00;The Retraction Reaction;2;7.54121;21;11;Leonard angers the university - and the entire physics community - after he gives an embarrassing interview. Also, Amy and Bernadette bond over having to hide their success from Sheldon and Howard.;7413;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2711814;1;2017-10-10 00:00:00;The Relaxation Integration;3;7.52405;20;11;As Sheldon stresses about picking a wedding date, Amy tries to convince him he has a more laid-back side. Also, Koothrappali and Stuart compete to win the heart of Bernadette's new coworker, Ruchi.;7026;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
